ProbeName 	SystematicName 	Ctnnb1..EKUTA.1. 	Ctnnb1..EKUTA.2. 	Ras..EKUTA.3. 	Ctnnb1..EKUTA.4. 	Ctnnb1..EKUTA.5. 	Ctnnb1..EKUTA.6. 	Ctnnb1..EKUTA.7. 	Ctnnb1..EKUTA.8. 	Ras..EKUTA.9. 	Ras..EKUTA.10. 	n.l..Ctnnb1..EKUTA.NT.1. 	n.l..Ctnnb1..EKUTA.NT.2. 	n.l..Ras..EKUTA.NT.3. 	n.l..Ctnnb1..EKUTA.NT.4. 	n.l..Ctnnb1..EKUTA.NT.5. 	n.l..Ctnnb1..EKUTA.NT.6. 	n.l..Ctnnb1..EKUTA.NT.8. 	n.l..Ras..EKUTA.NT.9. 	n.l..Ras..EKUTA.NT.10. 	Ctnnb1 	 Ras 	 N.l. (Ctnnb1) 	 N.l. (Ras) 	FC  Ctnnb1 	 FC  Ras 	 FC  Ctnnb1  vs.  Ras 	 FC  N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1) 	 Ras  vs.  N.l. (Ras) 	 Ctnnb1  vs.  Ras 	 N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1)  ADJ 	 Ras  vs.  N.l. (Ras)  ADJ 	 Ctnnb1  vs.  Ras  ADJ 	 N.l. (Ctnnb1)  vs.  N.l. (Ras)  ADJ 
A_54_P1692 	 mmu-miR-486 	5.745345	4.438552	4.618455	4.894128	3.273999	5.488798	5.524025	4.279263	5.028976	5.671073	4.545097	4.265603	2.4159	4.379649	4.071215	5.464322	3.928989	5.299311	4.239294	4.806301	5.106168	4.442479	3.984835	0.3638224	1.121333	-0.2998668	0.4576443	0.3841203	0.314358	0.5297391	0.6458863	0.7432101	0.928386	0.9639152	0.928124
A_54_P2924 	 mmu-miR-467b 	2.74494	0.9058726	4.140886	1.06779	2.195704	4.630682	5.005069	3.94868	4.246156	3.553163	1.95221	1.1765	2.53422	0.7867859	3.47711	2.567887	3.300179	4.071248	3.224045	2.928391	3.980068	2.210112	3.276504	0.718279	0.703564	-1.051677	-1.066392	0.3718131	0.2527967	0.1541559	0.1447799	0.7338608	0.928386	0.7532174	0.694224
A_54_P1301 	 mmu-miR-16 	6.916917	6.221751	6.483876	5.924242	6.073372	6.305681	6.821756	6.478448	6.158266	5.817512	6.636526	5.708952	5.934267	5.932804	5.559939	6.476307	5.925102	6.207244	6.238749	6.391738	6.153218	6.039938	6.126753	0.3517999	0.0264642	0.2385205	-0.08681514	0.1465471	0.9100693	0.3694498	0.6763639	0.54189	0.9761747	0.9409211	0.949369
A_54_P2322 	 mmu-miR-149 	1.776201	2.118189	3.911098	2.26178	2.269219	2.139949	1.435864	5.139788	3.012587	1.34308	4.004013	1.348259	2.140591	1.134854	1.505849	1.737062	1.917082	1.870458	1.842568	2.448713	2.755588	1.941187	1.951206	0.5075265	0.8043827	-0.3068755	-0.01001919	0.4376289	0.3970443	0.7474827	0.9825677	0.783803	0.928386	0.9676963	0.9928875
A_54_P2098 	 mmu-miR-709 	7.060788	6.27727	6.506398	6.157032	6.50652	5.921483	6.937987	7.189672	5.267885	5.489796	6.596941	5.433143	5.667955	5.6931	5.644714	6.055374	5.640462	5.529762	5.759932	6.578679	5.754693	5.843956	5.65255	0.734723	0.1021434	0.8239856	0.1914059	0.01420944	0.8153038	0.1471585	0.3372833	0.2788578	0.9673888	0.7510323	0.8593167
A_54_P3539 	 mmu-miR-199b* 	4.290977	2.307462	3.694126	2.194295	2.498472	3.071438	3.770714	3.063463	2.850676	1.641736	3.508687	2.342254	3.804475	3.350263	3.410026	4.571599	4.138533	5.239293	4.92891	3.028117	2.728846	3.55356	4.657559	-0.5254428	-1.928713	0.2992715	-1.103999	0.2464391	0.06470789	0.6826327	0.1060967	0.643484	0.928386	0.9676963	0.6015412
A_54_P3307 	 mmu-miR-140* 	4.180512	3.622047	4.287308	3.71431	2.89775	4.107842	4.263967	3.726289	3.61818	3.194384	3.270738	1.903956	2.088577	2.292645	1.595659	3.266105	2.343165	3.523984	2.91183	3.787531	3.699957	2.445378	2.841464	1.342153	0.8584933	0.08757388	-0.3960859	0.003323907	0.1812761	0.823953	0.4756877	0.1681022	0.928386	0.9749564	0.891705
A_54_P2716 	 mmu-miR-376b 	3.938957	4.712887	1.748937	6.44852	5.162627	5.146098	3.801342	4.808383	1.100137	1.283684	6.219453	3.373423	0.9200183	4.853379	3.51773	1.548393	4.369273	1.694095	1.956632	4.85983	1.377586	3.980275	1.523582	0.8795551	-0.1459959	3.482244	2.456693	0.2614909	0.7142576	1.82E-05	0.01166124	0.6575601	0.9605641	0.002251312	0.2143448
dmr_285_18 	 dmr_285 	10.0154	10.1845	9.999549	9.980316	9.95596	9.263097	9.941087	10.02722	10.05772	9.681328	9.96423	9.994607	9.95598	10.19404	9.912226	10.17501	10.15984	10.12142	9.973425	9.909656	9.912865	10.06666	10.01694	-0.1570037	-0.1040761	-0.003209214	0.0497184	0.2357803	0.480753	0.9848601	0.5220519	0.643484	0.9301788	0.9942935	0.8932426
A_54_P2360 	 mmu-miR-186 	3.940739	2.329965	4.222877	2.712834	2.656226	2.910778	3.927449	3.147517	3.615206	3.358783	3.191671	2.574554	2.874936	3.257337	3.183988	3.599067	2.772786	3.566104	2.422031	3.089358	3.732289	3.096567	2.954357	-0.007208873	0.7779316	-0.6429303	0.1422102	0.9800258	0.1421984	0.1193139	0.7239807	0.9870608	0.928386	0.6772818	0.9510076
A_54_P2620 	 mmu-miR-214 	4.385155	2.239081	3.604035	2.175926	2.564795	2.833106	4.002942	2.783863	1.47455	1.307628	3.934602	1.366691	3.169024	1.770354	2.716189	4.180986	3.123614	3.873722	3.441687	2.997838	2.128737	2.848739	3.494811	0.1490991	-1.366073	0.8691008	-0.6460717	0.7976873	0.1999039	0.365375	0.244855	0.9490113	0.928386	0.9360248	0.8364073
A_54_P2925 	 mmu-miR-467b 	3.745051	1.596292	4.942205	2.171098	2.977209	5.479267	5.9998	5.135068	5.145349	4.410939	3.019326	0.8201852	3.430923	1.601475	4.069548	3.981696	3.823651	4.947968	4.073718	3.871969	4.832831	2.88598	4.15087	0.9859892	0.6819612	-0.9608617	-1.26489	0.2738823	0.2609954	0.2014744	0.1208555	0.6598331	0.928386	0.8221174	0.6444808
A_54_P3163 	 mmu-miR-590-3p 	2.39119	2.819973	2.478667	2.012408	1.017727	1.703342	1.97486	1.554521	2.923484	2.399569	1.913525	1.833777	2.063688	2.860025	2.034064	1.959507	1.983138	2.778732	2.198027	1.92486	2.600573	2.097339	2.346816	-0.1724793	0.2537575	-0.6757132	-0.2494763	0.5358602	0.4098651	0.04064029	0.4045967	0.8456466	0.928386	0.4239771	0.8770813
A_54_P2009 	 mmu-miR-669b 	1.05936	1.587454	1.322878	0.9900606	1.230163	3.016658	3.43626	3.068083	1.86663	0.8749961	1.172948	1.979177	2.079973	1.104336	0.7516643	1.209387	1.897114	1.189548	1.418787	2.055434	1.354835	1.352438	1.562769	0.7029963	-0.2079343	0.7005991	-0.2103315	0.1544246	0.6237915	0.1969328	0.5585158	0.54189	0.9520645	0.8221174	0.9067773
A_54_P3154 	 mmu-miR-574-5p 	5.362742	4.863016	5.022633	4.095892	4.453152	4.801159	5.300016	5.387077	5.070491	4.631627	4.303216	4.821375	4.905299	4.338796	4.186001	4.672781	4.342876	4.287718	5.675699	4.894722	4.90825	4.444174	4.956239	0.4505478	-0.04798835	-0.01352837	-0.5120645	0.06256928	0.918595	0.9552063	0.3292719	0.4689659	0.9761747	0.9922076	0.8585158
A_54_P2280 	 mmu-miR-125a-3p 	1.833719	3.197451	2.076294	2.892007	0.2760842	2.880003	3.55722	3.410741	1.715885	1.778298	2.747146	1.156993	0.8647956	2.000931	2.497139	1.811924	3.730823	2.649785	2.290961	2.578175	1.856826	2.324159	1.93518	0.2540156	-0.07835444	0.7213491	0.388979	0.6636236	0.9000182	0.1567209	0.5852133	0.9085656	0.9761747	0.7561782	0.90756
A_54_P3455 	 mmu-miR-24-2* 	2.451159	2.180763	4.625719	2.550936	1.337307	2.920791	2.016542	3.654955	3.63864	3.164862	2.184436	2.221636	1.946319	1.520522	1.723525	2.551669	2.732739	2.944961	2.67488	2.444636	3.80974	2.155754	2.522053	0.2888816	1.287687	-1.365104	-0.366299	0.4075757	0.07752033	0.0593811	0.3630967	0.7611958	0.928386	0.5037606	0.8744774
A_54_P3503 	 mmu-miR-17* 	3.744087	3.152056	3.695395	3.72072	3.024571	3.540104	4.080904	3.71448	3.419489	3.154089	3.263656	2.547662	2.801862	2.88858	1.860918	3.415444	2.866752	3.468626	1.904303	3.568132	3.422991	2.807169	2.724931	0.7609629	0.6980604	0.1451406	0.08223816	0.02012722	0.2596772	0.5165742	0.881292	0.3306002	0.928386	0.9639152	0.9721649
A_54_P1012 	 mmu-miR-29b 	10.81862	10.40831	11.39803	10.8016	9.996364	10.36901	10.44886	10.59919	10.57549	10.13466	10.67346	10.29819	10.29463	9.993512	9.88817	10.59253	10.32776	10.1531	9.76787	10.49171	10.70273	10.2956	10.07187	0.1961037	0.6308595	-0.2110175	0.2237384	0.2662409	0.2246608	0.6317578	0.3230636	0.6594097	0.928386	0.9676963	0.8585158
A_54_P2676 	 mmu-miR-362-3p 	4.866622	4.380348	4.459811	4.822261	3.835579	3.825019	4.774396	4.314034	3.136126	2.706312	4.498918	3.576957	3.442126	3.637766	3.411116	4.35236	3.561029	3.235128	2.458824	4.402608	3.434083	3.839691	3.045359	0.5629176	0.3887236	0.9685255	0.7943315	0.04893887	0.5650357	0.2001772	0.09408203	0.4518916	0.9375173	0.8221174	0.5603054
A_54_P1066 	 mmu-miR-135a 	2.431071	1.701703	1.897462	1.201997	1.76397	2.846935	1.769119	1.453196	2.170573	2.026837	1.849051	1.390577	1.544857	3.070786	1.808691	2.235122	2.260358	2.578992	2.924671	1.881142	2.031624	2.102431	2.349507	-0.2212891	-0.3178825	-0.1504824	-0.2470759	0.5005539	0.5251972	0.5309012	0.6360696	0.8257	0.9317511	0.9639152	0.9234758
A_54_P1007 	 mmu-miR-23b 	9.47154	9.116008	9.586274	9.058642	8.544931	8.279809	9.048565	8.867145	8.646698	7.935685	9.426021	8.813119	8.951543	8.398525	8.438705	9.150093	8.844438	8.96325	8.594038	8.912377	8.722886	8.84515	8.836277	0.06722717	-0.1133915	0.1894918	0.008873096	0.7665368	0.8373314	0.7359968	0.966389	0.9465153	0.9712062	0.9676963	0.9882083
A_54_P2303 	 mmu-miR-136 	6.209721	6.491026	3.493243	8.290482	6.989166	7.023405	5.619826	6.62609	2.18966	1.694197	8.36771	6.003456	2.899958	6.810013	6.147001	4.84824	6.873589	3.437306	3.23048	6.74996	2.459033	6.508335	3.189248	0.2416243	-0.7302149	4.290926	3.319087	0.6823914	0.3050508	0.003821932	0.000590949	0.914594	0.928386	0.0843009	0.04274146
A_54_P1517 	 mmu-miR-376a 	3.226509	3.548437	0.8318772	4.399171	3.06695	4.232661	2.895303	0	1.555816	0	5.228819	0	2.575312	2.967169	2.107688	0	3.459432	0.08406426	0	3.052719	0.7958978	2.293851	0.8864589	0.7588674	-0.09056107	2.256821	1.407392	0.4685833	0.9304804	0.01527929	0.2837266	0.798557	0.9761747	0.2312865	0.8564537
A_54_P1328 	 mmu-miR-93 	6.367661	5.649116	6.602287	5.662287	5.379105	5.685222	6.69349	5.790648	6.114226	5.667813	5.634449	5.120683	5.45093	5.251352	4.887787	5.792392	5.130553	5.602499	5.465074	5.889647	6.128109	5.30287	5.506168	0.5867773	0.6219411	-0.2384619	-0.2032981	0.02446494	0.1437161	0.5018283	0.2184058	0.3531557	0.928386	0.9622266	0.8145376
A_54_P3400 	 mmu-miR-30c-2* 	4.189517	3.026194	4.437338	1.77668	2.807092	2.925543	3.313902	2.165147	3.992232	3.183245	2.327669	2.188365	3.395146	3.179047	2.242674	3.522257	2.436025	3.530531	3.820674	2.886296	3.870938	2.64934	3.582117	0.2369567	0.2888213	-0.9846422	-0.9327775	0.539032	0.5211846	0.09367607	0.00925273	0.8457982	0.9317511	0.621994	0.1831566
A_54_P2741 	 mmu-miR-434-3p 	5.050804	5.237639	2.741585	7.158989	5.99808	4.981845	4.286824	5.36396	1.065465	0	7.257942	5.128806	1.990698	5.764754	5.19196	2.850727	6.1108	0	0.4591931	5.439734	1.269017	5.384165	0.8166304	0.05556942	0.4523866	4.170717	4.567535	0.9377473	0.6759464	0.02036787	0.002006828	0.986231	0.9605641	0.2903044	0.1050283
NC1_00000215 	 NC1_00000215 	3.538747	3.658792	3.618662	3.154688	3.340313	3.753631	3.912879	3.47863	3.524431	3.741621	3.684769	3.749578	3.547828	3.66609	3.607289	3.632153	3.418839	3.53688	3.542561	3.54824	3.628238	3.626453	3.542423	-0.07821314	0.08581487	-0.07999807	0.08402994	0.4838249	0.3054763	0.5069825	0.1278278	0.8155434	0.928386	0.9634981	0.6623026
A_54_P2334 	 mmu-miR-152 	5.103576	4.032565	6.1522	3.903756	3.589979	4.442245	5.093145	4.848773	5.21134	4.639523	3.796393	3.981444	4.508258	3.761431	3.391618	4.699132	3.86107	4.443131	4.569795	4.430577	5.334354	3.915181	4.507061	0.5153956	0.8272925	-0.903777	-0.59188	0.1032501	0.2007436	0.1621749	0.01942342	0.4968596	0.928386	0.7587821	0.2726342
A_54_P1460 	 mmu-miR-219 	3.252665	2.030522	3.225713	2.319335	2.312328	2.126292	3.300016	2.734721	3.123487	2.115796	1.846026	2.261852	2.651508	1.314104	2.028381	2.947506	2.75283	2.634169	2.170395	2.582269	2.821666	2.191783	2.485357	0.3904855	0.3363086	-0.239397	-0.2935739	0.2435043	0.4544128	0.5927106	0.3476849	0.643484	0.928386	0.9676963	0.8743086
A_54_P2602 	 mmu-miR-32 	3.35342	2.714616	4.425642	2.659724	2.947262	2.734988	3.844316	3.59938	3.508095	2.375367	3.220604	1.746544	2.054401	3.368693	2.639988	2.804731	2.09775	2.791551	2.944325	3.121958	3.436368	2.646385	2.596759	0.4755728	0.839609	-0.3144099	0.04962624	0.1634781	0.2942078	0.6550943	0.8999061	0.5536675	0.928386	0.9676963	0.9721649
A_54_P3220 	 mmu-miR-877 	2.267014	4.916865	2.443278	5.764438	4.425124	4.457257	4.553866	5.324947	3.387878	0.4445521	5.07473	2.202821	2.086721	3.956615	1.437168	1.536421	3.163529	3.560406	3.398898	4.52993	2.091903	2.895214	3.015342	1.634716	-0.9234391	2.438027	-0.120128	0.04916955	0.4163431	0.08564677	0.8776958	0.4518916	0.928386	0.5903509	0.9721649
A_54_P3246 	 mmu-miR-467e 	1.929622	2.174672	3.327784	2.134196	1.920768	4.103188	4.656791	4.002985	3.369177	2.976607	2.593264	1.723852	2.234824	1.312173	2.881492	2.347471	2.219392	3.459534	3.423779	2.988889	3.224523	2.179607	3.039379	0.8092815	0.1851439	-0.2356341	-0.8597717	0.1491625	0.6970427	0.633375	0.150414	0.54189	0.9605641	0.9676963	0.7123903
A_54_P3358 	 mmu-miR-30e* 	3.539697	3.033926	3.294702	2.562881	2.663116	2.670767	2.484976	1.398083	2.824501	2.911472	2.493034	1.612896	2.76739	1.889664	2.237057	2.986691	2.938258	3.114108	3.135833	2.621921	3.010225	2.3596	3.005777	0.2623208	0.004447765	-0.3883039	-0.646177	0.4490874	0.9822373	0.2102309	0.04033709	0.7923557	0.9925225	0.8240097	0.3620958
A_54_P4400 	 mmu-miR-494 	6.965039	7.245178	4.507623	6.206727	5.109335	5.692624	5.964764	7.344836	8.104462	5.417832	3.723051	3.780043	6.252246	4.893529	4.69395	4.966016	5.611344	5.226252	11.51988	6.361215	6.009972	4.611322	7.666127	1.749892	-1.656155	0.3512426	-3.054805	0.002124305	0.5093635	0.7805653	0.2560294	0.1681022	0.9317511	0.9676963	0.8446783
mr_1_21 	 mr_1 	8.461534	8.161674	8.133174	8.404555	7.667121	8.537983	8.894161	8.474787	8.409289	7.865238	8.165889	7.445884	7.78756	7.886158	7.288371	7.658997	7.597508	7.946373	9.364211	8.371688	8.1359	7.673801	8.366048	0.6978868	-0.2301478	0.2357877	-0.6922469	0.003957411	0.6977488	0.3137658	0.2992675	0.1746875	0.9605641	0.9175273	0.85648
hur_4_29 	 hur_4 	10.80247	9.968414	10.65949	10.61948	9.742145	9.892468	10.68323	10.25675	10.23723	9.82399	10.13404	9.493367	9.78834	9.741245	8.797062	9.790259	9.477666	9.485638	9.869141	10.28071	10.24024	9.572274	9.714373	0.7084333	0.5258666	0.04046758	-0.1420991	0.01500139	0.1480405	0.8958838	0.534032	0.2788578	0.928386	0.9829443	0.8974596
A_54_P1289 	 mmu-let-7b 	9.477679	8.464576	9.59793	9.026285	8.381064	8.423533	8.901934	9.088978	8.724566	8.0939	8.91817	8.421762	9.30895	8.46309	8.213849	9.065798	8.713682	8.941404	8.874946	8.823436	8.805465	8.632725	9.041767	0.1907108	-0.2363012	0.01797028	-0.4090417	0.3722033	0.6488587	0.9719077	0.07669022	0.7338608	0.9605641	0.9942935	0.5108127
A_54_P1693 	 mmu-miR-486 	4.686247	2.433454	2.912154	2.58407	1.364777	4.630151	4.278405	2.564688	3.771199	4.537613	2.5756	2.108398	1.591436	2.540583	1.912449	4.103903	2.157334	3.95633	1.906101	3.220256	3.740322	2.566378	2.484622	0.6538784	1.2557	-0.520066	0.08175532	0.2930195	0.2379972	0.4720444	0.926349	0.6813585	0.928386	0.9612424	0.9756364
A_54_P3337 	 mmu-miR-186* 	2.270922	0.7880459	2.173613	0.8411431	2.539304	1.466146	0.5115793	0.363544	2.047209	1.310155	0.9136748	0.753687	1.277255	1.643606	0.8881373	0.3726425	1.530314	1.255459	1.842683	1.254383	1.843659	1.01701	1.458466	0.2373731	0.3851932	-0.5892757	-0.4414556	0.5477478	0.3152461	0.2055293	0.1614749	0.8540854	0.928386	0.8221174	0.7464589
A_54_P1311 	 mmu-miR-23a 	8.049439	7.875687	9.665486	7.650779	7.04281	7.390455	7.38111	8.307635	8.926371	7.8359	7.9976	7.361997	7.2443	7.320535	6.993899	7.494775	7.612668	7.605974	7.133177	7.67113	8.809252	7.463579	7.327817	0.2075518	1.481436	-1.138122	0.1357621	0.3541601	0.0994729	0.1559108	0.5198829	0.7224844	0.928386	0.7561782	0.8932426
A_54_P3268 	 mmu-miR-29b* 	3.66703	3.854158	4.520658	3.072086	2.044496	3.625174	3.747982	3.620432	4.194455	2.748274	3.935752	2.922351	3.461125	3.843891	2.78791	3.727931	3.125412	3.677315	3.889052	3.375908	3.821129	3.390541	3.675831	-0.01463299	0.1452986	-0.445221	-0.2852894	0.9639927	0.8170351	0.5120672	0.2732755	0.986231	0.9673888	0.9639152	0.8564537
A_54_P3450 	 mmu-miR-22* 	5.245433	4.053298	4.397976	4.030654	4.060933	3.331343	4.773705	4.523212	3.672908	2.921135	4.359249	4.065524	4.146618	3.804542	3.643733	4.555065	4.34451	4.281001	3.86526	4.288368	3.664007	4.128771	4.097626	0.1595976	-0.4336196	0.6243615	0.03114437	0.574595	0.4186992	0.2822074	0.8744077	0.8747204	0.928386	0.8784842	0.9721649
A_54_P3200 	 mmu-miR-872 	2.591582	2.432219	3.406175	2.587073	2.359441	1.288809	2.715165	2.759977	2.050086	2.204874	3.480793	2.458782	2.496069	1.698266	2.109836	2.430244	2.63157	1.704561	2.223575	2.390609	2.553712	2.468248	2.141402	-0.07763874	0.4123101	-0.1631024	0.3268464	0.8070163	0.4582425	0.7523567	0.3689266	0.950702	0.928386	0.9676963	0.8744774
A_54_P2464 	 mmu-miR-196a 	1.905823	1.965727	2.759824	0.8935211	1.988567	2.447235	2.591498	1.746954	2.095084	2.647197	1.411069	1.074965	1.320544	2.102833	2.426684	1.643381	1.718993	2.043286	2.098687	1.934189	2.500702	1.729654	1.820839	0.2045349	0.6798628	-0.5665125	-0.09118456	0.4900822	0.1065736	0.100149	0.7874053	0.8176007	0.928386	0.6310441	0.9628045
A_54_P2593 	 mmu-miR-101b 	7.174436	6.300614	7.757398	6.002704	6.044486	6.232224	6.369434	5.819283	7.474289	6.485488	6.30526	6.105596	6.663997	5.827382	5.667387	6.361388	6.118653	6.630396	6.950565	6.277597	7.239058	6.064278	6.748319	0.2133197	0.490739	-0.9614608	-0.6840415	0.3090241	0.3303377	0.1129404	0.003681938	0.6873266	0.928386	0.6605301	0.1184357
dmr_3_17 	 dmr_3 	14.73955	14.75973	14.62957	14.66901	14.21147	14.4761	14.61364	14.53414	14.59724	14.6113	14.66232	14.53029	14.48726	14.56564	14.30244	14.56352	14.32087	14.39244	14.35275	14.57195	14.6127	14.49085	14.41082	0.08110142	0.2018876	-0.04075685	0.08002929	0.402295	0.03135784	0.592079	0.3009541	0.755649	0.928386	0.9676963	0.8573306
A_54_P3600 	 mmu-miR-376c* 	1.356163	1.076005	2.119515	1.556125	0.5402477	1.574052	2.846796	1.635198	1.412601	0.815517	2.269774	1.36901	2.041581	1.707996	2.599166	1.811201	2.616735	2.560812	2.085258	1.512084	1.449211	2.062314	2.229217	-0.5502298	-0.7800058	0.06287259	-0.1669034	0.1322014	0.162909	0.8979024	0.5525915	0.5260799	0.928386	0.9829443	0.9066376
A_54_P1626 	 mmu-miR-451 	12.74517	11.16307	11.81034	11.94307	11.07351	11.88161	12.59498	11.68192	12.04716	12.23764	11.54351	11.44417	10.66337	11.68371	11.54072	12.4984	11.61224	12.35689	11.10084	11.86905	12.03171	11.72046	11.3737	0.1485908	0.6580141	-0.1626663	0.346757	0.619256	0.3232799	0.5665635	0.5713182	0.8962568	0.928386	0.9676963	0.90756
A_54_P3321 	 mmu-miR-154* 	4.961189	5.321346	1.98297	7.517643	6.153378	4.220377	5.094107	5.973536	1.955643	1.494536	7.341375	5.304054	2.824956	6.037944	4.91988	3.420751	6.468043	2.371577	1.315119	5.60594	1.811049	5.582008	2.170551	0.02393162	-0.3595011	3.79489	3.411457	0.9728895	0.513791	3.35E-05	0.002336757	0.9870608	0.9317511	0.002876262	0.1050283
A_54_P4410 	 mmu-miR-500 	4.530924	4.376474	4.594332	4.632362	3.296323	4.591791	4.677764	4.792005	3.676646	2.801116	4.550285	3.321853	3.218122	3.905998	2.540583	4.19898	3.038413	4.045727	2.972896	4.413949	3.690698	3.592685	3.412248	0.8212638	0.2784497	0.7232509	0.1804369	0.05212863	0.6764486	0.2949757	0.7025842	0.4627355	0.9605641	0.8895361	0.9510076
A_54_P1931 	 mmu-miR-495 	2.049453	2.416954	0.9969112	3.070821	3.043714	1.25716	2.246981	4.029945	0.9817466	0.2600247	3.869601	1.912659	1.159384	2.398958	0.7941155	0.3945091	3.168286	0.9915172	2.120671	2.587861	0.7462275	2.089688	1.423857	0.4981729	-0.6776298	1.841634	0.6658309	0.4592943	0.1969614	0.002414104	0.34061	0.7933054	0.928386	0.05647541	0.8593167
A_54_P1263 	 mmu-miR-106b 	6.785033	6.183768	7.332885	6.246171	5.814657	6.394241	7.224873	6.370612	6.761645	6.44439	6.173949	5.711956	5.7705	5.841867	5.59663	6.414515	5.646165	6.207648	5.732195	6.431337	6.846307	5.897514	5.903448	0.5338228	0.9428593	-0.4149703	-0.005933872	0.03239879	0.04715342	0.2556697	0.977767	0.3908104	0.928386	0.8707645	0.9928875
A_54_P2481 	 mmu-miR-26a 	8.445985	7.293196	8.792203	7.77239	7.068728	8.10901	7.695555	6.913838	7.93119	7.82376	7.661858	7.229877	7.938003	7.026441	7.280922	7.939363	7.40289	7.986701	8.1244	7.6141	8.182384	7.423558	8.016368	0.1905422	0.1660162	-0.5682838	-0.5928097	0.4627999	0.6444414	0.2005413	0.005642734	0.7963752	0.9605641	0.8221174	0.1452064
A_54_P4374 	 mmu-miR-202-3p 	5.557485	4.261818	4.487722	4.216274	4.04645	4.60241	4.786572	4.485766	4.557219	3.94031	4.071912	3.304433	4.218449	3.360674	3.2626	4.361731	3.804296	4.448697	5.308295	4.565254	4.328417	3.694274	4.65848	0.8709794	-0.3300628	0.2368364	-0.9642058	0.007620023	0.4498322	0.4192399	0.07675424	0.2157391	0.928386	0.955219	0.5108127
A_54_P2488 	 mmu-miR-29a 	9.328763	8.441649	9.42237	8.988513	8.047103	8.444856	8.693927	8.424541	8.647768	8.290798	8.784314	8.408949	8.517362	8.214197	8.148151	8.922838	8.600093	8.463973	8.508884	8.624193	8.786979	8.51309	8.49674	0.1111028	0.290239	-0.1627854	0.01635076	0.5970673	0.4765429	0.6902152	0.9030886	0.8851531	0.928386	0.9676963	0.9737213
A_54_P2869 	 mmu-miR-671-5p 	4.950957	4.63956	3.386974	2.78186	3.798945	4.813276	4.632681	5.071754	2.80846	3.812781	3.613542	3.262557	3.759004	3.321818	4.110094	4.301378	3.186703	3.480189	4.661536	4.384148	3.336071	3.632682	3.96691	0.7514658	-0.6308384	1.048076	-0.3342279	0.06654402	0.2450114	0.04631705	0.4659121	0.4840295	0.928386	0.45842	0.891705
A_54_P3273 	 mmu-miR-30b* 	2.761661	2.245659	2.620005	2.519094	1.911207	2.514776	3.108132	2.538349	2.718968	2.953755	2.318534	2.231181	2.265412	2.266577	1.460334	1.841631	2.470728	2.149116	2.623141	2.514125	2.764243	2.098164	2.345889	0.4159614	0.4183533	-0.2501173	-0.2477254	0.0729982	0.08143718	0.1881186	0.2812785	0.4840295	0.928386	0.8221174	0.8564537
A_54_P4389 	 mmu-miR-361 	5.20235	4.862289	6.060254	5.237172	4.531304	5.118303	5.503203	5.557838	5.611236	4.838873	4.753601	4.167223	4.658028	4.179151	3.481307	4.832557	4.442062	4.235781	4.561755	5.144637	5.503454	4.309317	4.485188	0.83532	1.018267	-0.3588173	-0.1758707	0.007273988	0.09054165	0.4258446	0.4842077	0.2157391	0.928386	0.955219	0.8932337
A_54_P1422 	 mmu-miR-10a 	5.918673	4.603934	5.694243	4.884672	4.500122	4.135469	5.313177	4.62708	4.392145	3.9095	5.254386	4.771892	5.592397	4.986207	5.102109	5.811062	5.342707	5.224158	5.429023	4.854733	4.665296	5.211394	5.415193	-0.3566612	-0.7498971	0.1894367	-0.2037992	0.2108624	0.2931707	0.7665543	0.2962087	0.6165559	0.928386	0.9676963	0.8564537
A_54_P2606 	 mmu-miR-139-5p 	4.621508	2.726578	4.227342	4.051878	2.518971	3.208761	4.406513	1.584566	2.686438	3.128227	3.763695	3.040156	4.223927	3.306887	3.862149	4.615453	3.580282	4.718139	4.089959	3.302682	3.347335	3.69477	4.344008	-0.392088	-0.996673	-0.04465312	-0.649238	0.4307957	0.1492723	0.9452973	0.06560368	0.7806909	0.928386	0.9922076	0.4764631
A_54_P2461 	 mmu-miR-192 	11.88473	11.17434	12.17611	11.50651	11.0582	10.78476	11.69747	11.01508	11.74575	10.73119	11.40586	10.89884	11.58439	10.80127	10.69915	11.55931	11.12019	11.218	10.98229	11.30301	11.55102	11.08077	11.26156	0.2222428	0.2894538	-0.2480028	-0.1807918	0.3052189	0.5813146	0.6297183	0.4601459	0.6873266	0.9375173	0.9676963	0.891705
mr_1_22 	 mr_1 	8.839944	8.583933	8.56611	8.844475	8.141483	8.935007	9.32853	8.943014	8.865337	8.275146	8.570171	7.859119	8.271732	8.309255	7.727358	8.139973	8.080753	8.259746	9.763726	8.80234	8.568865	8.114438	8.765068	0.6879025	-0.1962033	0.2334761	-0.6506297	0.003483983	0.7396492	0.3377345	0.3211539	0.1681022	0.9605641	0.921311	0.8585158
